age,gender,weight_kg,height_m,max_bpm,avg_bpm,resting_bpm,session_duration_hours,calories_burned,workout_type,fat_percentage,water_intake_liters,workout_frequency_daysweek,experience_level,bmi,daily_meals_frequency,physical_exercise,carbs,proteins,fats,calories,meal_name,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,name_of_exercise,sets,reps,benefit,burns_calories_per_30_min,target_muscle_group,equipment_needed,difficulty_level,body_part,type_of_muscle,workout,bmi_calc,cal_from_macros,pct_carbs,protein_per_kg,pct_hrr,pct_maxhr,cal_balance,lean_mass_kg,expected_burn,burns_calories_per_30_min_bc,burns_calories_bin,age_group
55,Female,109,1,187,165,66,1,920,Yoga,35,3,3,1,39,2,0,263,106,71,2833,Other,Lunch,Paleo,24,1863,211,240,Fried,18,50,3,Reverse Lunges,4,24,Builds explosive power,369,Shoulders,Box or Platform,Beginner,Back,Grip Strength,Leg raises,39,2118,0,0,0,0,1912,71,945,9223372036854775807,Very High,46-60
48,Male,80,1,198,166,66,1,1756,Strength,25,3,4,3,25,2,0,180,72,48,2266,Other,Lunch,Keto,33,690,142,260,Baked,22,24,4,Lunges,4,22,Improves coordination and cardiovascular health,350,"Core, Shoulders, Hips",Parallel Bars or Chair,Advanced,Legs,Anterior,Bicycle crunches,25,1447,0,0,0,0,509,59,1050,9223372036854775807,High,46-60
33,Male,65,1,198,164,55,0,534,Yoga,27,2,2,1,24,2,0,208,83,56,1700,Other,Lunch,Vegetarian,36,1709,228,215,Grilled,11,113,4,Dragon Flags,5,14,Advanced core exercise,348,Full Core,"Bench, Barbell",Beginner,Back,Middle,Military press,24,1670,0,1,0,0,1165,47,565,9223372036854775807,High,31-45
59,Female,122,1,176,161,67,1,1716,HIIT,32,2,4,2,34,2,0,297,117,78,3202,Other,Lunch,Keto,5,2024,146,228,Roasted,16,4,2,Windshield Wipers,4,20,Strengthens core and improves mobility,358,Lower Abs,Cable Machine or Resistance Band,Intermediate,Legs,Anterior,Barbell rows,34,2369,0,0,0,0,1486,82,932,9223372036854775807,High,46-60
26,Female,54,1,175,148,53,1,1139,Strength,23,1,3,1,23,3,0,278,110,74,1492,Other,Breakfast,Vegan,31,1834,251,167,Grilled,8,112,3,Prone Cobras,5,17,Activates and strengthens glutes,364,"Lower Back, Glutes",Kettlebell,Beginner,Arms,Posterior,Dumbbell curls,23,2225,0,2,0,0,352,41,838,9223372036854775807,Very High,18-30
33,Male,64,1,174,145,62,1,1362,Yoga,23,2,4,2,24,2,0,208,83,55,1754,Other,Dinner,Paleo,21,1449,202,171,Roasted,55,79,3,Inverted Rows,5,22,Targets lower abs,365,"Glutes, Hamstrings, Core",Bench or Step,Beginner,Chest,Lateral,Dumbbell flyes,24,1673,0,1,0,0,391,49,1278,9223372036854775807,Very High,31-45
31,Male,57,1,161,124,50,1,2112,Strength,24,2,4,2,23,3,0,309,124,83,1433,Other,Snack,Keto,44,1603,202,498,Raw,14,116,2,Plyometric Push-ups,5,23,Improves core stability and upper body strength,358,"Lower Back, Glutes",Pull-up Bar,Intermediate,Shoulders,Anterior,Barbell hip thrusts,23,2485,0,2,0,0,-679,43,1296,9223372036854775807,High,31-45
42,Female,50,1,177,149,62,0,623,Strength,19,2,2,1,18,3,0,208,83,55,1419,Other,Breakfast,Vegetarian,33,2186,55,106,Baked,45,9,1,Jumping Jacks,4,20,Improves balance and leg strength,365,"Core, Obliques",Dumbbells,Intermediate,Abs,Lateral,Pull-ups,18,1665,0,1,0,0,795,40,460,9223372036854775807,Very High,31-45
37,Male,61,1,176,146,51,1,1357,Strength,19,2,3,1,15,3,0,222,88,59,1704,Other,Dinner,Low-Carb,20,1129,20,332,Fried,38,69,2,Lunges,5,20,Combines lower body and upper body strength,337,"Quadriceps, Glutes",Resistance Band,Intermediate,Forearms,Wrist Flexors,Fat grip dumbbell curl,15,1780,0,1,0,0,346,49,924,9223372036854775807,Low,31-45
36,Female,59,1,177,128,58,1,880,Cardio,22,2,2,1,19,2,0,261,104,68,1585,Other,Snack,Vegetarian,44,959,195,257,Grilled,40,18,3,Pull-ups,4,14,Builds shoulder width,338,"Chest, Triceps",Cable Machine or Resistance Band,Intermediate,Back,Upper,Incline dumbbell flyes,19,2087,0,1,0,0,705,45,676,9223372036854775807,Medium,31-45
47,Male,62,1,192,123,69,1,1552,Yoga,25,2,3,3,25,3,0,233,93,62,1694,Other,Dinner,Balanced,14,158,120,457,Baked,53,80,4,Renegade Rows,4,18,Full body workout,347,"Upper Back, Rear Deltoids",None or Dumbbells,Intermediate,Forearms,Wrist Flexors,Preacher curls,25,1864,0,1,0,0,141,46,1382,9223372036854775807,Medium,46-60
51,Female,105,1,188,141,60,1,1197,Cardio,34,3,3,1,40,2,0,269,106,71,2746,Other,Breakfast,Low-Carb,44,1122,184,454,Grilled,17,61,2,Squats,4,22,Advanced core exercise,348,"Quadriceps, Calves, Glutes",Bench or Sturdy Surface,Intermediate,Arms,Lateral,Hammer curls,40,2148,0,1,0,0,1548,69,947,9223372036854775807,Medium,46-60
54,Male,50,1,194,161,73,1,1539,HIIT,15,2,1,1,16,3,0,197,79,52,1406,Other,Breakfast,Paleo,6,2140,182,387,Steamed,6,98,3,Thrusters,4,19,Strengthens lower body,365,"Chest, Triceps",Cable Machine,Beginner,Forearms,Triceps,Donkey kicks,16,1582,0,1,0,0,-133,42,928,9223372036854775807,Very High,46-60
33,Female,114,1,169,124,58,1,912,Yoga,29,3,2,1,28,3,0,242,97,64,3139,Other,Dinner,Vegan,32,81,140,189,Steamed,32,86,3,Reverse Lunges,4,25,Improves coordination and cardiovascular health,355,Core,Resistance Band or Cable Machine,Beginner,Legs,Grip Strength,Bicycle crunches,28,1940,0,0,0,0,2226,80,981,9223372036854775807,High,31-45
19,Female,48,1,186,136,55,0,928,Strength,25,1,1,1,21,3,0,175,70,47,1334,Other,Snack,Vegetarian,9,2029,171,244,Baked,20,64,4,Lunges,3,14,Builds unilateral leg strength,366,Lower Abs,Kettlebell,Advanced,Abs,Lats,Wrist curl,21,1410,0,1,0,0,405,36,688,9223372036854775807,Very High,18-30
44,Male,88,1,198,167,67,1,1194,Yoga,28,3,4,3,27,2,0,174,69,46,2472,Other,Dinner,Low-Carb,5,1728,111,290,Grilled,52,119,3,Box Jumps,5,16,Builds explosive upper body power,357,"Quadriceps, Hamstrings, Glutes",Kettlebell,Beginner,Back,Lower Chest,Overhead triceps extensions,27,1394,0,0,0,0,1277,63,1093,9223372036854775807,High,31-45
45,Male,54,1,193,161,73,0,810,Cardio,22,2,2,1,18,2,0,168,66,44,1582,Other,Lunch,Paleo,1,1677,118,242,Roasted,56,8,4,Tricep Dips,3,24,Improves hip power and cardiovascular fitness,335,Core,"Bench, Barbell",Advanced,Abs,Lower Chest,Dumbbell rows,18,1344,0,1,0,0,771,42,617,9223372036854775807,Low,31-45
20,Female,124,1,193,145,63,1,901,Yoga,35,3,3,2,37,2,0,277,112,74,3141,Other,Breakfast,Vegetarian,18,1840,52,205,Raw,39,52,2,Bicep Curls,4,14,Strengthens triceps and chest,365,"Biceps, Forearms",Dumbbells,Advanced,Legs,Lats,Face pulls,37,2227,0,0,0,0,2239,80,913,9223372036854775807,Very High,18-30
43,Female,69,1,173,136,68,1,1025,Yoga,32,2,3,2,29,2,0,285,114,76,1846,Other,Breakfast,Vegan,43,482,164,320,Boiled,12,62,5,Step-ups,5,21,Improves balance and coordination,346,"Core, Obliques",Low Bar or TRX,Intermediate,Abs,Lats,Dumbbell flyes,29,2290,0,1,0,0,820,46,984,9223372036854775807,Medium,31-45
36,Female,70,1,161,122,51,1,661,Yoga,26,1,1,1,22,2,0,187,74,49,1810,Other,Snack,Keto,1,1491,246,117,Raw,39,23,3,Superman,5,15,Builds calf muscles,351,"Upper Back, Rear Deltoids",Dumbbells,Beginner,Shoulders,Posterior,Barbell hip thrusts,22,1491,0,1,0,0,1148,51,702,9223372036854775807,High,31-45
35,Male,62,1,184,159,63,1,1858,HIIT,25,3,3,1,23,2,0,250,99,66,1663,Other,Breakfast,Balanced,23,583,196,169,Grilled,46,70,1,Lunges,4,20,Combines lower body and upper body strength,343,"Shoulders, Triceps",Bench or Step,Advanced,Arms,Grip Strength,Russian twists,23,1994,0,1,0,0,-195,46,968,9223372036854775807,Medium,31-45
49,Female,84,1,182,158,52,1,915,Yoga,25,2,4,2,24,3,0,304,121,81,2335,Other,Snack,Low-Carb,16,411,45,495,Boiled,44,115,3,Lat Pulldowns,5,22,Improves back strength and posture,366,"Core, Shoulders, Legs",Bench or Sturdy Surface,Intermediate,Forearms,Anterior,Lateral raises,24,2436,0,1,0,0,1419,63,931,9223372036854775807,Very High,46-60
55,Male,110,1,188,165,65,1,1389,Strength,35,3,3,1,40,3,0,265,105,70,3055,Other,Breakfast,Vegan,25,1893,214,239,Steamed,19,51,3,Reverse Lunges,4,24,Builds unilateral leg strength and balance,370,"Shoulders, Triceps",Low Bar or TRX,Advanced,Arms,Grip Strength,Crunches,40,2115,0,0,0,0,1665,71,957,9223372036854775807,Very High,46-60
54,Female,55,1,195,153,65,1,1366,Yoga,20,2,5,3,18,3,0,293,116,78,1622,Other,Snack,Vegetarian,18,1667,136,255,Boiled,14,26,2,Resistance Band Pull-Aparts,3,22,Improves posture and strengthens upper back,354,"Core, Shoulders, Legs",Resistance Band,Beginner,Back,Lower Chest,Leg press,18,2342,0,2,0,0,255,44,1242,9223372036854775807,High,46-60
42,Female,83,1,186,141,50,1,1171,Cardio,27,3,4,2,24,3,0,155,62,41,2220,Other,Snack,Vegetarian,7,1436,124,383,Roasted,5,93,2,Box Jumps,5,24,Strengthens core and improves mobility,371,Calves,Cable Machine or Resistance Band,Beginner,Legs,Upper,Standing calf raises,24,1244,0,0,0,0,1048,60,906,9223372036854775807,Very High,31-45
53,Female,73,1,168,151,69,1,783,Yoga,24,2,3,1,23,3,0,279,112,75,2029,Other,Dinner,Vegetarian,4,794,202,154,Roasted,48,42,1,Deadlift,4,24,Targets upper chest,371,"Obliques, Core",Bench or Sturdy Surface,Advanced,Back,Grip Strength,Bent-over lateral raises,23,2246,0,1,0,0,1245,55,810,9223372036854775807,Very High,46-60
54,Female,70,1,198,163,65,1,1002,Cardio,31,2,2,1,28,2,0,260,104,69,1957,Other,Snack,Low-Carb,33,738,159,281,Raw,57,77,1,Plyo Squats,4,14,Strengthens back and improves posture,349,Calves,Barbell,Beginner,Legs,Wrist Flexors,Decline cable crossovers,28,2086,0,1,0,0,954,48,797,9223372036854775807,High,46-60
58,Female,65,1,167,121,52,1,1082,Cardio,29,1,2,1,24,3,0,244,97,65,1863,Other,Breakfast,Keto,21,1718,12,147,Baked,11,44,1,Leg Raises,3,21,Improves balance and leg strength,332,"Quadriceps, Hamstrings, Glutes",Box or Platform,Beginner,Abs,Quads,Triceps dips,24,1956,0,1,0,0,780,46,750,9223372036854775807,Low,46-60
41,Male,51,1,162,162,51,1,1229,Cardio,22,1,2,2,16,3,0,235,93,63,1308,Other,Snack,Low-Carb,9,1655,200,214,Steamed,15,43,4,Dead Bugs,5,25,Advanced core exercise,354,Full Core,Cable Machine or Resistance Band,Intermediate,Arms,Anterior,Towel pull-up,16,1887,0,1,0,0,78,39,908,9223372036854775807,High,31-45
36,Female,83,1,168,122,49,1,1405,Yoga,21,3,5,3,22,2,0,244,97,65,2509,Other,Breakfast,Vegan,32,71,134,286,Baked,20,87,2,Plank,3,25,Targets lower abs,366,Triceps,Pull-up Bar,Advanced,Abs,Quads,Dumbbell rows,22,1960,0,1,0,0,1103,66,1320,9223372036854775807,Very High,31-45
50,Female,66,1,163,128,65,0,1065,HIIT,26,2,2,1,26,2,0,221,87,58,1902,Other,Breakfast,Balanced,31,1105,256,310,Baked,35,7,2,Prone Cobras,5,15,Strengthens core and improves mobility,357,"Glutes, Hamstrings",Step or Box,Advanced,Abs,Triceps,Leg curls,26,1767,0,1,0,0,836,48,629,9223372036854775807,High,46-60
57,Female,58,1,172,161,59,1,1462,HIIT,23,2,1,1,21,3,0,247,99,65,1580,Other,Dinner,Low-Carb,20,2129,73,401,Boiled,41,111,1,Plank,4,18,Improves lower back strength,334,"Legs, Core",Step or Box,Advanced,Forearms,Anterior,Standing calf raises,21,1976,0,1,0,0,117,44,809,9223372036854775807,Low,46-60
54,Male,70,1,198,162,65,1,753,Yoga,31,2,3,1,28,2,0,261,103,69,1857,Other,Lunch,Keto,33,736,156,281,Baked,58,76,1,Pistol Squats,5,14,Full body workout,350,"Core, Shoulders, Legs",Barbell,Intermediate,Back,Wrist Flexors,Incline cable crossovers,28,2091,0,1,0,0,1103,48,800,9223372036854775807,High,46-60
32,Female,56,1,165,154,62,1,702,Yoga,25,1,2,1,23,3,0,305,122,80,1706,Other,Dinner,Vegan,3,373,155,197,Grilled,57,89,1,Bear Crawls,5,18,Improves core stability and upper body strength,329,"Quadriceps, Hamstrings, Glutes",Kettlebell,Advanced,Shoulders,Triceps,Dumbbell flyes,23,2439,0,2,0,0,1003,42,698,9223372036854775807,Low,31-45
34,Male,63,1,197,143,71,1,734,Yoga,24,2,4,2,21,2,0,239,95,63,1907,Other,Snack,Vegetarian,41,557,14,157,Baked,10,65,3,Burpees,5,21,Improves shoulder mobility and posture,341,"Core, Shoulders, Hips",Step or Box,Beginner,Forearms,Lower,Romanian deadlifts,21,1914,0,1,0,0,1172,48,696,9223372036854775807,Medium,31-45
55,Male,62,1,186,121,66,1,1304,Strength,23,2,2,1,21,3,0,297,119,79,1783,Other,Snack,Vegan,26,1060,186,273,Roasted,57,52,1,Bear Crawls,5,24,Improves core stability and upper body strength,334,Full Core,Cable Machine or Resistance Band,Intermediate,Forearms,Upper,Fat grip dumbbell curl,21,2385,0,1,0,0,478,47,883,9223372036854775807,Low,46-60
22,Male,109,1,197,133,49,0,1076,HIIT,32,3,1,1,29,2,0,193,76,51,2916,Other,Lunch,Low-Carb,20,923,47,289,Boiled,58,38,1,Wall Angels,4,19,Strengthens back and legs,351,"Glutes, Hamstrings",None or Dumbbells,Beginner,Legs,Posterior,Leg curls,29,1546,0,0,0,0,1839,74,625,9223372036854775807,High,18-30
23,Female,81,1,178,125,59,1,1612,Cardio,24,3,4,3,25,3,0,219,86,57,2144,Other,Snack,Vegan,18,142,63,245,Boiled,6,51,3,Windshield Wipers,5,16,Activates and strengthens glutes,364,"Core, Obliques",Resistance Band,Beginner,Back,Wrist Flexors,Crunches,25,1746,0,1,0,0,532,61,1129,9223372036854775807,Very High,18-30
28,Male,69,1,171,167,61,1,1426,HIIT,24,1,3,2,23,2,0,234,94,62,2013,Other,Lunch,Paleo,8,1849,33,451,Fried,19,19,1,Windshield Wipers,5,14,Strengthens lower abs and hip flexors,344,"Obliques, Core",Dumbbells or Barbell,Beginner,Arms,Quads,Dumbbell rows,23,1879,0,1,0,0,586,51,744,9223372036854775807,Medium,18-30
47,Male,69,1,190,165,53,1,1771,HIIT,27,2,3,2,27,3,0,308,123,82,1692,Other,Breakfast,Balanced,17,2482,2,116,Steamed,44,67,2,Tricep Dips,4,14,Isolates triceps,332,"Shoulders, Upper Back",Dumbbells or Barbell,Beginner,Abs,Middle,Close-grip bench press,27,2464,0,1,0,0,-79,50,892,9223372036854775807,Low,46-60
34,Male,115,1,180,166,67,1,1632,HIIT,33,2,2,1,35,3,0,231,92,61,3024,Other,Snack,Vegetarian,34,2487,5,126,Steamed,5,77,1,Dips,3,22,Full body workout,347,Quadriceps,Bench or Sturdy Surface,Beginner,Back,Triceps,Standing calf raises,35,1854,0,0,0,0,1391,76,936,9223372036854775807,Medium,31-45
55,Female,48,1,193,161,73,1,838,Yoga,20,2,2,1,15,2,0,198,79,52,1495,Other,Lunch,Keto,6,2146,186,390,Roasted,7,97,3,Lateral Raises,4,18,Isolates and strengthens triceps,364,"Lower Chest, Triceps",Dumbbells or Barbell,Advanced,Shoulders,Lateral,Hammer curl,15,1583,0,1,0,0,656,38,925,9223372036854775807,Very High,46-60
57,Male,103,1,172,167,61,1,1307,Strength,35,3,3,1,37,3,0,225,89,59,2957,Other,Snack,Balanced,29,132,17,271,Boiled,32,91,5,Incline Push-ups,4,21,Strengthens back and legs,344,"Triceps, Chest",Wall,Advanced,Abs,Middle,Bent-over rows,37,1794,0,0,0,0,1649,67,908,9223372036854775807,Medium,46-60
49,Female,49,1,179,152,63,1,915,Yoga,22,2,3,2,20,2,0,223,89,59,1259,Other,Lunch,Paleo,48,2144,183,349,Fried,17,46,3,Lunges,4,15,Improves lower back strength,360,"Upper Chest, Triceps",Parallel Bars or Chair,Intermediate,Legs,Anterior,Decline cable crossovers,20,1794,0,1,0,0,343,38,916,9223372036854775807,Very High,46-60
34,Male,49,1,194,156,59,1,1358,HIIT,24,1,4,1,19,2,0,180,71,48,1532,Other,Dinner,Low-Carb,18,2171,64,437,Baked,14,54,3,Push Ups,4,24,Builds shoulder width,332,"Core, Shoulders, Hips",Barbell,Beginner,Abs,Quads,Seated cable rows,19,1442,0,1,0,0,173,37,684,9223372036854775807,Low,31-45
34,Female,110,1,188,139,62,1,936,Yoga,34,3,1,1,31,2,0,237,94,63,2981,Other,Snack,Paleo,23,2428,263,477,Boiled,25,82,2,Superman,4,20,Improves balance and coordination,358,"Chest, Triceps",Dumbbells,Intermediate,Abs,Anterior,Incline dumbbell press,31,1894,0,0,0,0,2044,72,1019,9223372036854775807,High,31-45
44,Female,89,1,178,153,69,1,1768,Cardio,29,3,5,3,27,3,0,281,113,75,2425,Other,Breakfast,Keto,21,185,120,458,Baked,29,36,3,Shoulder Press,4,15,Builds lower body power and endurance,355,"Glutes, Hamstrings, Core",None or Dumbbells,Intermediate,Back,Lateral,Barbell squats,27,2262,0,1,0,0,657,63,1209,9223372036854775807,High,31-45
58,Female,90,1,199,150,55,0,1091,HIIT,31,2,2,1,30,2,0,313,125,83,2287,Other,Snack,Paleo,7,201,61,478,Boiled,58,44,3,Resistance Band Pull-Aparts,4,22,Full body workout,335,"Shoulders, Triceps",Step or Box,Intermediate,Back,Lats,Incline cable crossovers,30,2505,0,1,0,0,1195,62,603,9223372036854775807,Low,46-60
52,Male,85,1,181,144,56,1,2149,Strength,24,3,4,2,28,3,0,255,102,67,2386,Other,Snack,Keto,5,848,295,376,Raw,35,52,2,Zottman Curls,5,23,Improves balance and coordination,339,"Rear Deltoids, Upper Back","Bench, Barbell",Intermediate,Arms,Lower Chest,Hammer curl,28,2040,0,1,0,0,236,64,1250,9223372036854775807,Medium,46-60
55,Male,52,1,180,167,49,0,945,HIIT,21,2,3,1,18,2,0,214,87,57,1465,Other,Lunch,Keto,20,75,134,204,Fried,21,13,2,Calf Raises,3,22,Improves shoulder health and posture,363,"Triceps, Chest",Cable Machine,Advanced,Chest,Quads,Wrist extension,18,1726,0,1,0,0,519,40,567,9223372036854775807,Very High,46-60
19,Female,87,1,194,160,72,1,1257,Strength,27,3,1,1,27,2,0,195,78,52,2232,Other,Snack,Paleo,18,1157,178,203,Boiled,44,38,4,Turkish Get-ups,5,25,Strengthens shoulders,340,"Core, Lower Back",Step or Box,Intermediate,Arms,Lateral,Fat grip dumbbell curl,27,1571,0,0,0,0,974,63,865,9223372036854775807,Medium,18-30
42,Female,48,1,190,126,68,1,1267,Strength,20,2,1,1,18,3,0,284,113,75,1374,Other,Lunch,Paleo,35,1948,105,419,Boiled,18,25,1,Lateral Raises,4,16,Improves posture and strengthens upper back,327,Triceps,None or Dumbbells,Beginner,Back,Grip Strength,Wrist extension,18,2271,0,2,0,0,106,38,837,9223372036854775807,Low,31-45
18,Male,62,1,185,125,49,1,1449,Yoga,26,2,4,2,24,1,0,214,86,56,1557,Other,Snack,Vegan,44,2415,28,241,Roasted,50,94,4,Pull-ups,5,25,Targets upper chest,354,"Lower Chest, Triceps",Parallel Bars or Chair,Beginner,Forearms,Wrist Extensors,Leg curls,24,1715,0,1,0,0,107,46,1317,9223372036854775807,High,<18
41,Male,85,1,188,150,65,1,1601,Cardio,25,3,4,3,26,3,0,283,111,75,2169,Other,Snack,Paleo,20,1267,48,446,Roasted,9,40,2,Face Pulls,4,19,Isolates and strengthens triceps,359,"Glutes, Hamstrings",None or Dumbbell,Intermediate,Abs,Upper,Crunches,26,2253,0,1,0,0,567,63,1108,9223372036854775807,High,31-45
31,Female,62,1,190,160,58,1,1940,Strength,25,2,4,2,23,3,0,217,87,58,1680,Other,Snack,Vegan,36,1457,161,318,Baked,5,44,2,Squats,4,18,Strengthens shoulders,330,"Core, Lower Back",Pull-up Bar,Advanced,Forearms,Wrist Extensors,Russian twists,23,1744,0,1,0,0,-260,46,1096,9223372036854775807,Low,31-45
33,Female,64,1,186,120,73,1,1848,Strength,28,2,4,3,24,4,0,243,98,65,1790,Other,Breakfast,Balanced,27,1454,69,306,Fried,52,33,2,Decline Push-ups,4,19,Builds chest strength,337,Full Body,"Bench, Barbell",Intermediate,Chest,Grip Strength,Leg raises,24,1953,0,1,0,0,-58,45,1068,9223372036854775807,Medium,31-45
57,Male,56,1,170,121,56,0,732,Strength,20,2,1,1,19,3,0,204,82,55,1509,Other,Dinner,Vegan,8,1461,273,289,Baked,49,89,3,Bear Crawls,4,15,Improves balance and leg strength,357,"Chest, Triceps",Barbell,Advanced,Abs,Posterior,Decline dumbbell press,19,1644,0,1,0,0,776,45,529,9223372036854775807,High,46-60
40,Female,64,1,163,130,54,1,1152,Cardio,21,2,2,2,22,2,0,166,65,43,1813,Other,Breakfast,Vegetarian,2,838,212,158,Boiled,46,46,4,Reverse Lunges,4,24,Improves core stability and upper body strength,363,"Quadriceps, Glutes",Resistance Band or Cable Machine,Advanced,Abs,Posterior,Leg extensions,22,1320,0,1,0,0,661,50,871,9223372036854775807,Very High,31-45
30,Female,61,1,188,149,66,1,1411,Yoga,20,2,4,3,20,2,0,184,73,49,1726,Other,Breakfast,Low-Carb,17,834,154,311,Baked,23,10,2,Lateral Raises,5,15,Improves core stability and balance,355,Calves,None or Dumbbell,Intermediate,Arms,Lateral,Wrist curl,20,1475,0,1,0,0,314,49,1287,9223372036854775807,High,18-30
59,Male,89,1,197,125,59,1,1028,Yoga,33,3,3,1,34,2,0,189,75,50,2352,Other,Lunch,Paleo,42,393,160,171,Roasted,31,21,2,Pull-ups,5,19,Improves posture and strengthens upper back,337,"Chest, Triceps",Bench or Sturdy Surface,Beginner,Abs,Middle,Plate pinch,34,1517,0,0,0,0,1323,59,965,9223372036854775807,Medium,46-60
54,Male,115,1,188,135,70,1,871,Yoga,33,2,4,2,31,2,0,311,124,82,3073,Other,Lunch,Vegan,0,2451,183,348,Fried,16,35,4,Turkish Get-ups,3,20,Builds upper body strength,378,"Triceps, Chest","Bench, Barbell",Intermediate,Chest,Lower,Decline dumbbell press,31,2485,0,1,0,0,2201,76,915,9223372036854775807,Very High,46-60
32,Female,46,1,188,144,61,0,819,Cardio,19,1,3,1,20,3,0,284,112,75,1297,Other,Snack,Vegan,34,1461,73,242,Boiled,26,80,2,Lateral Raises,5,21,Combines lower body and upper body strength,336,"Quadriceps, Glutes","Bench, Barbell",Beginner,Back,Quads,Seated cable rows,20,2268,0,2,0,0,477,37,626,9223372036854775807,Low,31-45
51,Male,65,1,164,129,64,0,850,Strength,31,2,3,1,26,1,0,219,88,58,1934,Other,Lunch,Vegetarian,32,1130,251,310,Grilled,34,8,2,Inverted Rows,4,14,Improves balance and leg strength,358,"Core, Lower Back",Resistance Band,Beginner,Back,Wrist Extensors,Military press,26,1764,0,1,0,0,1083,45,616,9223372036854775807,High,46-60
20,Female,54,1,162,160,53,1,986,Yoga,25,1,3,2,22,2,0,271,109,72,1657,Other,Dinner,Balanced,14,194,28,183,Grilled,44,67,3,Deadlifts,5,20,Improves balance and leg strength,362,"Back, Biceps",Bench or Chair,Intermediate,Legs,Posterior,Seated cable rows,22,2178,0,2,0,0,670,40,992,9223372036854775807,Very High,18-30
39,Female,63,1,185,142,72,1,857,Yoga,29,3,1,1,24,3,0,257,102,68,1862,Other,Dinner,Keto,9,1115,200,449,Grilled,8,112,4,Dips,4,18,Enhances full-body coordination and stability,327,"Back, Biceps",Box or Platform,Beginner,Back,Lower Chest,Barbell curls,24,2057,0,1,0,0,1004,44,852,9223372036854775807,Low,31-45
19,Female,111,1,170,155,50,1,740,Yoga,32,3,3,1,29,3,0,219,87,58,3017,Other,Breakfast,Vegetarian,26,759,292,372,Boiled,19,26,2,Plank,4,15,Improves flexibility,340,"Back, Biceps","Bench, Barbell",Intermediate,Forearms,Grip Strength,Bent-over rows,29,1761,0,0,0,0,2276,74,701,9223372036854775807,Medium,18-30
57,Female,90,1,199,149,55,0,801,Cardio,29,2,2,1,30,3,0,314,125,83,2401,Other,Dinner,Low-Carb,8,210,58,481,Grilled,57,45,3,Decline Push-ups,4,22,Targets obliques and improves core rotation,337,"Quadriceps, Glutes",Pull-up Bar,Advanced,Legs,Middle,Romanian deadlifts,30,2508,0,1,0,0,1599,63,614,9223372036854775807,Medium,46-60
35,Male,64,1,198,143,70,1,987,Cardio,21,2,4,1,21,2,0,238,95,64,1718,Other,Snack,Vegan,42,580,11,155,Grilled,11,64,4,Jumping Jacks,5,21,Strengthens back and improves posture,342,"Core, Obliques",Bench or Step,Advanced,Forearms,Lateral,Preacher curls,21,1913,0,1,0,0,730,50,705,9223372036854775807,Medium,31-45
38,Female,63,1,177,125,55,1,1956,Cardio,21,2,4,3,21,1,0,168,67,44,1783,Other,Lunch,Paleo,19,1354,62,346,Raw,55,76,1,Turkish Get-ups,4,22,Builds unilateral leg strength,340,"Glutes, Hamstrings",Parallel Bars or Chair,Beginner,Arms,Posterior,Leg extensions,21,1340,0,1,0,0,-173,49,1282,9223372036854775807,Medium,31-45
55,Female,62,1,186,121,67,1,1607,HIIT,22,2,2,1,21,3,0,300,119,79,1666,Other,Dinner,Paleo,27,1045,182,272,Raw,57,52,1,Scissors Kicks,5,25,Strengthens lower abs and hip flexors,332,"Upper Chest, Triceps",Box or Platform,Intermediate,Back,Triceps,Bent-over lateral raises,21,2392,0,1,0,0,58,48,884,9223372036854775807,Low,46-60
